"H1"||"H"||1||0|||30||||||||5|10|15||||||||||||||17.4|||0.2|||0.4|||1.2|||5|||10.6|||52.6||||||||25|30|35||||5|7.5|10||||0.25|0.5|0.75||||||||14.1143|28.2287|42.343|0.12|0.13|0.14|||||||||||||0|1.5|2.9|150|200|250|30|45|60||||".05"|".05"||||||||||||||||||||||5.1|5.3|5.5|||||||||||||||||||||||||||||||||"14275991"|"41091119"
"H2"||"H"||2||30|||86||||||||0|3|5||||||||||||||17.4|||0.2|||0.4|||1.2|||5|||10.6|||52.6||||||||25|30|35||||||||||0.25|0.5|0.75||||||||14.1143|28.2287|42.343|0.12|0.13|0.14|||||||||||||0|1.5|2.9|150|200|250|30|45|60||||".05"|".05"||||||||||||||||||||||5.6|6.1|6.5|||||||||||||||||||||||||||||||||"14275991"|"41091120"
"H3"||"H"||3||86|||152||||||||70|80|90|0|10|20|0|2.5|5|0|2.5|5|0|2.5|5||||||||||||||||||||||||||||0|0|0||||||||||1.1|1.2|1.3|||||1.2|||141.1433|141.1433|141.1433|0.01|0.02|0.03|||||||||||||0|1.5|2.9||||0|0|0||||".02"|||||||||||||||||||||||6.1|6.7|7.3|||||||||||||||||||||||||||||||||"14275991"|"41091121"
"H3"||"H"||3||61|||102||||||||55|65|75|65|72.5|80|60|65|70|55|62.5|70|55|62.5|70||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||||||||||1.1|1.2|1.3|||||1.34|||4.2343|9.1743|14.1143|0.08|0.09|0.1|||||||||||||0|1.5|2.9|50|60|70|15|20|25||||".10"|".15"||||||||||||||||||||||6.1|6.3|6.5|||||||||||||||||||||||||||||||||"14275992"|"41091122"
"H4"||"H"||4||102|||122||||||||75|80|85|5|12.5|20|0|2.5|5|0|2.5|5|0|2.5|5||||||||||||||||||||||||||||0|0|0||||||||||1.1|1.2|1.3|||||1.2|||141.1433|141.1433|141.1433|0.02|0.03|0.03|||||||||||||0|1.5|2.9||||0|0|0||||".02"|||||||||||||||||||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14275992"|"41091123"
"H1"||"H"||1||0|||25||||||||65|73|80|85|90|95|80|85|90|75|82.5|90|70|80|90||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||||2|3.5|5||||1.1|1.2|1.3|||||1.34|||4.2343|9.1743|14.1143|0.08|0.09|0.1|||||14|||12.4|||20||0|1.5|2.9|50|60|70|15|20|25||||".10"|".15"||||||||||||||||8.8|10|11.3||||5.1|5.3|5.5|||||||||||||||||||||||||||||||||"14275992"|"41091124"
"H2"||"H"||2||25|||61||||||||50|58|65|75|82.5|90|70|77.5|85|65|75|85|65|75|85||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||||||||||1.1|1.2|1.3|||||1.31|||4.2343|9.1743|14.1143|0.08|0.09|0.1|||||||||||||0|1.5|2.9|50|60|70|15|20|25||||".10"|".15"||||||||||||||||||||||5.6|5.8|6|||||||||||||||||||||||||||||||||"14275992"|"41091125"
"H1"||"H"||1||0|||25||||||||10|18|25|95|97.5|100|95|97.5|100|90|95|100|85|92.5|100||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||||2|3.5|5||||1.1|1.2|1.3|||||1.26|||4.2343|9.1743|14.1143|0.09|0.1|0.11|||||31.7|||28|||45||0|1.5|2.9|50|60|70|15|20|25||||".17"|".15"||||||||||||||||8.8|10|11.3||||5.1|5.3|5.5|||||||||||||||||||||||||||||||||"14275993"|"41091126"
"H2"||"H"||2||25|||61||||||||50|58|65|75|82.5|90|70|77.5|85|65|75|85|65|75|85||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||||||||||1.1|1.2|1.3|||||1.31|||4.2343|9.1743|14.1143|0.08|0.09|0.1|||||||||||||0|1.5|2.9|50|60|70|15|20|25||||".10"|".15"||||||||||||||||||||||5.6|5.8|6|||||||||||||||||||||||||||||||||"14275993"|"41091127"
"H3"||"H"||3||61|||102||||||||55|65|75|65|72.5|80|60|65|70|55|62.5|70|55|62.5|70||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||||||||||1.1|1.2|1.3|||||1.34|||4.2343|9.1743|14.1143|0.08|0.09|0.1|||||||||||||0|1.5|2.9|50|60|70|15|20|25||||".10"|".15"||||||||||||||||||||||6.1|6.3|6.5|||||||||||||||||||||||||||||||||"14275993"|"41091128"
"H4"||"H"||4||102|||122||||||||75|80|85|5|12.5|20|0|2.5|5|0|2.5|5|0|2.5|5||||||||||||||||||||||||||||0|0|0||||||||||1.1|1.2|1.3|||||1.2|||141.1433|141.1433|141.1433|0.02|0.03|0.03|||||||||||||0|1.5|2.9||||0|0|0||||".02"|||||||||||||||||||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14275993"|"41091129"
"H1"||"H"||1||0|||25||||||||10|18|25|95|97.5|100|95|97.5|100|90|95|100|85|92.5|100||10.4|||0.9|||1.3|||1.7|||3.2|||3.3|||24.6||||||||60|65|70||||2|3.5|5||||1.1|1.2|1.3|||||1.26|||4.2343|9.1743|14.1143|0.09|0.1|0.11|||||41|||32.4|||45||0|1.5|2.9|50|60|70|15|20|25||||".17"|".15"||||||||||||||||10.7|11.9|13.2||||5.1|5.3|5.5|||||||||||||||||||||||||||||||||"14275994"|"41091130"
"H2"||"H"||2||25|||61||||||||50|58|65|75|82.5|90|70|77.5|85|65|75|85|65|75|85||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||||||||||1.1|1.2|1.3|||||1.31|||4.2343|9.1743|14.1143|0.08|0.09|0.1|||||||||||||0|1.5|2.9|50|60|70|15|20|25||||".10"|".15"||||||||||||||||||||||5.6|5.8|6|||||||||||||||||||||||||||||||||"14275994"|"41091131"
"H3"||"H"||3||61|||102||||||||55|65|75|65|72.5|80|60|65|70|55|62.5|70|55|62.5|70||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||||||||||1.1|1.2|1.3|||||1.34|||4.2343|9.1743|14.1143|0.08|0.09|0.1|||||||||||||0|1.5|2.9|50|60|70|15|20|25||||".10"|".15"||||||||||||||||||||||6.1|6.3|6.5|||||||||||||||||||||||||||||||||"14275994"|"41091132"
"H4"||"H"||4||102|||122||||||||75|80|85|5|12.5|20|0|2.5|5|0|2.5|5|0|2.5|5||||||||||||||||||||||||||||0|0|0||||||||||1.1|1.2|1.3|||||1.2|||141.1433|141.1433|141.1433|0.02|0.03|0.03|||||||||||||0|1.5|2.9||||0|0|0||||".02"|||||||||||||||||||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14275994"|"41091133"
"H1"||"H"||1||0|||15||||||||20|35|50|50|60|70|50|60|70|45|57.5|70|40|55|70||7.7|||0.2|||0.5|||0.9|||2.4|||3.7|||49.8||||||||30|42.5|55||||1|1.5|2||||1.1|1.15|1.2|||||1.24|||14.1143|28.2287|42.343|0.1|0.11|0.12|||||18.4|||13.4|||32||0|1.5|2.9|30|35|40|10|15|20||||".10"|".17"|||||||||||||16|22.7|29.4|||||||6.1|6.7|7.3|||||||||||||||||||||||||||||||||"14275995"|"41091134"
"H2"||"H"||2||15|||48||||||||30|38|45|60|65|70|55|60|65|50|57.5|65|45|55|65||17.7|||0.2|||0.4|||1.2|||5.1|||10.8|||49.8||||||||30|32.5|35||||||||||1.1|1.15|1.2|||||1.24|||14.1143|28.2287|42.343|0.1|0.11|0.12|||||||||||||0|1.5|2.9|30|35|40|10|15|20||||".10"|".17"||||||||||||||||||||||6.1|6.7|7.3|||||||||||||||||||||||||||||||||"14275995"|"41091135"
"H3"||"H"||3||48|||69||||||||65|70|75|40|47.5|55|35|42.5|50|35|42.5|50|30|40|50||17.7|||0.2|||0.4|||1.2|||5.1|||10.8|||49.8||||||||30|32.5|35||||||||||1.1|1.15|1.2|||||1.37|||14.1143|28.2287|42.343|0.1|0.11|0.12|||||||||||||0|1.5|2.9|30|35|40|10|15|20||||".10"|".17"||||||||||||||||||||||6.1|6.7|7.3|||||||||||||||||||||||||||||||||"14275995"|"41091136"
"H4"||"H"||4||69|||94||||||||65|75|85|5|12.5|20|0|2.5|5|0|2.5|5|0|2.5|5||||||||||||||||||||||||||||0|0|0||||||||||1.1|1.15|1.2|||||1.15|||141.1433|141.1433|141.1433|0.02|0.03|0.03|||||||||||||0|1.5|2.9||||0|0|0||||".02"|||||||||||||||||||||||6.1|6.7|7.3|||||||||||||||||||||||||||||||||"14275995"|"41091137"
"H1"||"H"||1||0|||15||||||||20|35|50|50|60|70|50|60|70|45|57.5|70|40|55|70||17|||1.2|||1.8|||2.7|||5.4|||5.9|||40.5||||||||30|42.5|55||||1|1.5|2||||1.1|1.15|1.2|||||1.24|||14.1143|28.2287|42.343|0.1|0.11|0.12|||||20.5|||13.4|||32||0|1.5|2.9|30|35|40|10|15|20||||".10"|".17"|||||||||||||16|22.7|29.4|||||||6.1|6.7|7.3|||||||||||||||||||||||||||||||||"14275996"|"41091138"
"H2"||"H"||2||15|||48||||||||30|38|45|60|65|70|55|60|65|50|57.5|65|45|55|65||17.7|||0.2|||0.4|||1.2|||5.1|||10.8|||49.8||||||||30|32.5|35||||||||||1.1|1.15|1.2|||||1.24|||14.1143|28.2287|42.343|0.1|0.11|0.12|||||||||||||0|1.5|2.9|30|35|40|10|15|20||||".10"|".17"||||||||||||||||||||||6.1|6.7|7.3|||||||||||||||||||||||||||||||||"14275996"|"41091139"
"H3"||"H"||3||48|||69||||||||65|70|75|40|47.5|55|35|42.5|50|35|42.5|50|30|40|50||17.7|||0.2|||0.4|||1.2|||5.1|||10.8|||49.8||||||||30|32.5|35||||||||||1.1|1.15|1.2|||||1.37|||14.1143|28.2287|42.343|0.1|0.11|0.12|||||||||||||0|1.5|2.9|30|35|40|10|15|20||||".10"|".17"||||||||||||||||||||||6.1|6.7|7.3|||||||||||||||||||||||||||||||||"14275996"|"41091140"
"H4"||"H"||4||69|||94||||||||65|75|85|5|12.5|20|0|2.5|5|0|2.5|5|0|2.5|5||||||||||||||||||||||||||||0|0|0||||||||||1.1|1.15|1.2|||||1.15|||141.1433|141.1433|141.1433|0.02|0.03|0.03|||||||||||||0|1.5|2.9||||0|0|0||||".02"|||||||||||||||||||||||6.1|6.7|7.3|||||||||||||||||||||||||||||||||"14275996"|"41091141"
"H1"||"H"||1||0|||152||||||||0|8|15|75|87.5|100|10|17.5|25|0|5|10|0|2.5|5||||||||||||||||||||||||||||0|0.5|1||||0|0.05|0.1||||||||||||||42.343|91.7432|141.1433|0.01|0.02|0.03|||||||||||||0|1.5|2.9||||0|0|0||||".02"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"14275997"|"41091142"
"H1"||"H"||1||0|||152||||||||75|83|90|0|10|20|0|5|10|0|2.5|5|0|0|0||||||||||||||||||||||||||||0|0|0||||||||||||||||||||141.1433|141.1433|141.1433|0|0.01|0.01|||||||||||||0|1.5|2.9||||0|0|0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"14275998"|"41091143"
"H1"||"H"||1||0|||25|||||30|38|45|20|25|30|80|85|90|75|80|85|70|77.5|85|65|70|75||18.5|||1.3|||2|||2.9|||5.9|||6.4|||44||||||||35|37.5|40||||1|1.5|2||||1.1|1.25|1.4|||||1.64|||4.2343|9.1743|14.1143|0.08|0.09|0.1|||||15.6|||9.6|||23||3|4.5|5.9|35|40|45|15|20|25||||".10"|".28"|0|0|0|0|0|0||||0|0|0||||||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14275999"|"41091144"
"H2"||"H"||2||25|||76|||||30|38|45|20|25|30|80|85|90|75|80|85|70|77.5|85|65|70|75||7.7|||0.2|||0.5|||0.9|||2.4|||3.7|||49.8||||||||35|42.5|50||||0.5|0.75|1||||1.1|1.25|1.4|||||1.64|||4.2343|9.1743|14.1143|0.08|0.09|0.1|||||14.6|||10.7|||24||3|4.5|5.9|35|40|45|15|20|25||||".10"|".28"|0|0|0|0|0|0||||0|0|0||||||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14275999"|"41091145"
"H3"||"H"||3||76|||86||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.4234|2.3289|4.2343||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"14275999"|"41091146"
"H1"||"H"||1||0|||18|||||0|3|5|0|3|5|100|100|100|100|100|100|95|97.5|100|40|50|60||||||||||||||||||||||||||||||||||2|3|4||||1.1|1.2|1.3|||||1.26|||14.1143|28.2287|42.343|0.15|0.16|0.17|||||||||||49||0|1.5|2.9|35|40|45|0|2.5|5||||".20"|".20"|0|0|0|0|0|0||||0|0|0||||||||||6.1|6.7|7.3|||||||||||||||||||||||||||||||||"14276000"|"41091147"
"H2"||"H"||2||18|||36||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.1411|2.1877|4.2343||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"14276000"|"41091148"
"H1"||"H"||1||0|||152||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"14276001"|"41091149"
"H1"||"H"||1||0|||13||||||||10|18|25|100|100|100|100|100|100|50|62.5|75|15|22.5|30||81.1|||1.1|||11.7|||25.6|||30.9|||11.8|||8.9||||||||5|10|15||||1|2|3||||0.7|0.78|0.85|||||0.82|||141.1433|141.1433|141.1433|0.06|0.07|0.08||18.7|||13.5|||4.7|||63||0|1.5|2.9||||0|0|0||||".10"|".10"|||||||||||||4.8|9.9|15.1|||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14276002"|"41091150"
"H2"||"H"||2||13|||43||||||||0|3|5|85|92.5|100|75|85|95|45|52.5|60|15|27.5|40||67.9|||4.5|||14.5|||18|||20.2|||10.7|||19.6||||||||5|12.5|20||||||||||0.7|0.78|0.85|||||0.82|||141.1433|141.1433|141.1433|0.06|0.07|0.08|||||||||||||0|1.5|2.9||||0|0|0||||".17"|".10"||||||||||||||||||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14276002"|"41091151"
"H3"||"H"||3||43|||76||||||||0|3|5|75|87.5|100|5|15|25|0|2.5|5|0|2.5|5||||||||||||||||||||||||||||0|2.5|5||||||||||0.7|0.78|0.85|||||0.88|||141.1433|141.1433|141.1433|0.06|0.07|0.08|||||||||||||0|1.5|2.9||||0|0|0||||".02"|||||||||||||||||||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14276002"|"41091152"
"H4"||"H"||4||76|||152||||||||50|60|70|75|87.5|100|5|15|25|0|2.5|5|0|2.5|5||||||||||||||||||||||||||||0|2.5|5||||||||||0.7|0.78|0.85|||||0.99|||141.1433|141.1433|141.1433|0.01|0.02|0.03|||||||||||||0|1.5|2.9||||0|0|0||||".02"|||||||||||||||||||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14276002"|"41091153"
"H1"||"H"||1||0|||28||||||||0|5|10|75|87.5|100|75|85|95|70|77.5|85|15|22.5|30||||||||||||||||||||||||||||||||||2|3.5|5||||0.7|0.78|0.85|||||0.82|||42.343|91.7432|141.1433|0.09|0.1|0.1|||||||||||62||0|1.5|2.9||||0|0|0||||".10"|".10"||||||||||||||||||||||7.4|7.6|7.8|||||||||||||||||||||||||||||||||"14276003"|"41091154"
"H2"||"H"||2||28|||107||||||||0|5|10|75|87.5|100|75|85|95|70|77.5|85|5|10|15||||||||||||||||||||||||||||||||||||||||0.7|0.78|0.85|||||0.82|||141.1433|141.1433|141.1433|0.06|0.08|0.09|||||||||||||0|1.5|2.9||||0|0|0||||".10"|".10"||||||||||||||||||||||7.4|7.6|7.8|||||||||||||||||||||||||||||||||"14276003"|"41091155"
"H3"||"H"||3||107|||132||||||||0|5|10|75|87.5|100|5|15|25|0|2.5|5|0|2.5|5||||||||||||||||||||||||||||||||||||||||0.7|0.78|0.85|||||0.88|||141.1433|141.1433|141.1433|0.06|0.07|0.08|||||||||||||0|1.5|2.9||||0|0|0||||".10"|||||||||||||||||||||||7.4|7.6|7.8|||||||||||||||||||||||||||||||||"14276003"|"41091156"
"H1"||"H"||1||0|||25||||||||10|18|25||||||||||||||||||||||||||||||||||||||||||||||5|7.5|10||||0.75|0.78|0.8||||||||42.343|91.7432|141.1433|0.08|0.1|0.12|||||||||||||0|1.5|2.9|35|40|45|0|2.5|5||||".15"|".17"||||||||||||||||||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14276004"|"41091157"
"H2"||"H"||2||25|||76||||||||0|3|5|100|100|100|100|100|100|50|62.5|75|15|22.5|30||||||||||||||||||||||||||||||||||||||||0.7|0.78|0.85|||||0.82|||42.343|91.7432|141.1433|0.06|0.07|0.08|||||||||||||0|1.5|2.9||||0|0|0||||".17"|".17"||||||||||||||||||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14276004"|"41091158"
"H3"||"H"||3||76|||152||||||||50|70|90|5|10|15|5|7.5|10|0|2.5|5|0|0|0||||||||||||||||||||||||||||||||||||||||1.1|1.2|1.3||||||||141.1433|141.1433|141.1433|0.01|0.02|0.03|||||||||||||0|1.5|2.9||||0|0|0||||".02"|||||||||||||||||||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14276004"|"41091159"
"H1"||"H"||1||0|||8|||||0|0|0|0|0|0||||||||||||||||||||||||||||||||||||||||||||||10|13|16||||0.25|0.43|0.6||||||||42.343|91.7432|141.1433|0.14|0.15|0.16|||||||||||||0|1.5|2.9|100|125|150|20|25|30||||".17"|".17"||||||||||||||||||||||5.6|5.8|6|||||||||||||||||||||||||||||||||"14276005"|"41091160"
"H2"||"H"||2||8|||91||||||||0|3|5|75|82.5|90|75|80|85|50|55|60|25|37.5|50||||||||||||||||||||||||||||||||||||||||0.25|0.43|0.6|||||0.45|||42.343|91.7432|141.1433|0.1|0.11|0.12|||||||||||||0|1.5|2.9|40|50|60|0|2.5|5||||".05"|".10"||||||||||||||||||||||6.1|6.7|7.3|||||||||||||||||||||||||||||||||"14276005"|"41091161"
"H3"||"H"||3||91|||102||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.1411|2.1877|4.2343||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"14276005"|"41091162"
"H1"||"H"||1||0|||13||||||||0|3|5|85|92.5|100|75|85|95|45|52.5|60|15|22.5|30||81.1|||1.1|||11.7|||25.6|||30.9|||11.8|||8.9||||||||5|10|15||||1|2|3||||0.7|0.78|0.85|||||0.82|||141.1433|141.1433|141.1433|0.06|0.07|0.08||18.8|||13.5|||4.7|||63||0|1.5|2.9||||0|0|0||||".17"|".10"|||||||||||||4.8|9.9|15.1|||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14276006"|"41091163"
"H2"||"H"||2||13|||43||||||||0|3|5|85|92.5|100|75|85|95|45|52.5|60|15|27.5|40||67.9|||4.5|||14.5|||18|||20.2|||10.7|||19.6||||||||5|12.5|20||||||||||0.7|0.78|0.85|||||0.82|||141.1433|141.1433|141.1433|0.06|0.07|0.08|||||||||||||0|1.5|2.9||||0|0|0||||".17"|".10"||||||||||||||||||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14276006"|"41091164"
"H3"||"H"||3||43|||76||||||||0|3|5|75|87.5|100|5|15|25|0|2.5|5|0|2.5|5||||||||||||||||||||||||||||0|2.5|5||||||||||0.7|0.78|0.85|||||0.88|||141.1433|141.1433|141.1433|0.06|0.07|0.08|||||||||||||0|1.5|2.9||||0|0|0||||".02"|||||||||||||||||||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14276006"|"41091165"
"H4"||"H"||4||76|||152||||||||50|63|75|75|87.5|100|5|15|25|0|2.5|5|0|2.5|5||||||||||||||||||||||||||||0|2.5|5||||||||||0.7|0.78|0.85|||||1.01|||141.1433|141.1433|141.1433|0.02|0.03|0.03|||||||||||||0|1.5|2.9||||0|0|0||||".02"|||||||||||||||||||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14276006"|"41091166"
"H2"||"H"||2||13|||43||||||||0|3|5|85|92.5|100|75|85|95|45|52.5|60|15|27.5|40||67.9|||4.5|||14.5|||18|||20.2|||10.7|||19.6||||||||5|12.5|20||||||||||0.7|0.78|0.85|||||0.82|||141.1433|141.1433|141.1433|0.06|0.07|0.08|||||||||||||0|1.5|2.9||||0|0|0||||".17"|".10"||||||||||||||||||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14276007"|"41091167"
"H3"||"H"||3||43|||76||||||||0|3|5|75|87.5|100|5|15|25|0|2.5|5|0|2.5|5||||||||||||||||||||||||||||0|2.5|5||||||||||0.7|0.78|0.85|||||0.88|||141.1433|141.1433|141.1433|0.06|0.07|0.08|||||||||||||0|1.5|2.9||||0|0|0||||".02"|||||||||||||||||||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14276007"|"41091168"
"H4"||"H"||4||76|||152||||||||50|63|75|75|87.5|100|5|15|25|0|2.5|5|0|2.5|5||||||||||||||||||||||||||||0|2.5|5||||||||||0.7|0.78|0.85|||||1.01|||141.1433|141.1433|141.1433|0.02|0.03|0.03|||||||||||||0|1.5|2.9||||0|0|0||||".02"|||||||||||||||||||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14276007"|"41091169"
"H1"||"H"||1||0|||13||||||||0|3|5|85|92.5|100|75|85|95|45|52.5|60|15|22.5|30||81.1|||1.1|||11.7|||25.6|||30.9|||11.8|||8.9||||||||5|10|15||||1|2|3||||0.7|0.78|0.85|||||0.82|||141.1433|141.1433|141.1433|0.06|0.07|0.08||18.8|||13.5|||4.7|||63||0|1.5|2.9||||0|0|0||||".17"|".10"|||||||||||||4.8|9.9|15.1|||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"14276007"|"41091170"
