0|0|0|183|183|183|"Moist"|"191888934"|"119999885"
0|0|0|183|183|183|"Moist"|"191888935"|"119999886"
0|0|0|183|183|183|"Moist"|"191888936"|"119999887"
0|0|0|183|183|183|"Moist"|"191888937"|"119999888"
0|0|0|183|183|183|"Moist"|"191888938"|"119999889"
0|0|0|183|183|183|"Moist"|"191888939"|"119999890"
0|0|0|183|183|183|"Moist"|"191888940"|"119999891"
0|0|0|183|183|183|"Moist"|"191888941"|"119999892"
0|0|0|183|183|183|"Moist"|"191888942"|"119999893"
0|0|0|183|183|183|"Moist"|"191888943"|"119999894"
0|0|0|183|183|183|"Moist"|"191888944"|"119999895"
0|0|0|183|183|183|"Moist"|"191888945"|"119999896"
0|0|0|183|183|183|"Moist"|"191889342"|"119999897"
0|0|0|183|183|183|"Moist"|"191889343"|"119999898"
0|0|0|183|183|183|"Moist"|"191889344"|"119999899"
0|0|0|183|183|183|"Moist"|"191889345"|"119999900"
0|0|0|183|183|183|"Moist"|"191889346"|"119999901"
0|0|0|183|183|183|"Moist"|"191889347"|"119999902"
0|0|0|183|183|183|"Moist"|"191889348"|"119999903"
0|0|0|183|183|183|"Moist"|"191889349"|"119999904"
0|0|0|183|183|183|"Moist"|"191889350"|"119999905"
0|0|0|183|183|183|"Moist"|"191889351"|"119999906"
0|0|0|183|183|183|"Moist"|"191889352"|"119999907"
0|0|0|183|183|183|"Moist"|"191889353"|"119999908"
0|0|0|183|183|183|"Moist"|"191889354"|"119999909"
0|0|0|183|183|183|"Moist"|"191889355"|"119999910"
0|0|0|183|183|183|"Moist"|"191889356"|"119999911"
0|0|0|183|183|183|"Moist"|"191889357"|"119999912"
0|0|0|183|183|183|"Moist"|"191889358"|"119999913"
0|0|0|183|183|183|"Moist"|"191889359"|"119999914"
0|0|0|183|183|183|"Moist"|"191889360"|"119999915"
0|0|0|183|183|183|"Moist"|"191889361"|"119999916"
0|0|0|183|183|183|"Moist"|"191889362"|"119999917"
0|0|0|183|183|183|"Moist"|"191889363"|"119999918"
0|0|0|183|183|183|"Moist"|"191889364"|"119999919"
0|0|0|183|183|183|"Moist"|"191889365"|"119999920"
0|0|0|30|69|107|"Moist"|"191889378"|"119999921"
30|69|107|183|183|183|"Wet"|"191889378"|"119999922"
0|0|0|30|69|107|"Moist"|"191889379"|"119999923"
30|69|107|183|183|183|"Wet"|"191889379"|"119999924"
30|69|107|183|183|183|"Wet"|"191889380"|"119999925"
0|0|0|30|69|107|"Moist"|"191889380"|"119999926"
0|0|0|30|69|107|"Moist"|"191889381"|"119999927"
30|69|107|183|183|183|"Wet"|"191889381"|"119999928"
0|0|0|30|69|107|"Moist"|"191889382"|"119999929"
30|69|107|183|183|183|"Wet"|"191889382"|"119999930"
30|69|107|183|183|183|"Wet"|"191889383"|"119999931"
0|0|0|30|69|107|"Moist"|"191889383"|"119999932"
0|0|0|30|69|107|"Moist"|"191889384"|"119999933"
30|69|107|183|183|183|"Wet"|"191889384"|"119999934"
0|0|0|30|69|107|"Moist"|"191889385"|"119999935"
30|69|107|183|183|183|"Wet"|"191889385"|"119999936"
0|0|0|30|69|107|"Moist"|"191889386"|"119999937"
30|69|107|183|183|183|"Wet"|"191889386"|"119999938"
30|69|107|183|183|183|"Wet"|"191889387"|"119999939"
0|0|0|30|69|107|"Moist"|"191889387"|"119999940"
0|0|0|30|69|107|"Moist"|"191889388"|"119999941"
30|69|107|183|183|183|"Wet"|"191889388"|"119999942"
0|0|0|30|69|107|"Moist"|"191889389"|"119999943"
30|69|107|183|183|183|"Wet"|"191889389"|"119999944"
