,datetime,Flow_CFS
0,2013-08-10,1483.608064516129
1,2014-12-23,1390.4407407407407
2,2016-09-13,1160.3762886597938
3,1994-03-23,1039.0625
4,2012-03-25,1033.2142857142858
5,2013-11-11,979.5238095238095
6,2017-10-13,971.2871621621622
7,2015-04-28,962.4198895027624
8,2017-12-21,953.7407407407408
