"H1"||"H"||1||0|||38|||||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|85|92.5|100||18.5|||1.3|||2|||2.9|||5.9|||6.4|||44||||||||35|37.5|40||0||2|3|4||||1.1|1.2|1.3||||1.15|1.25|1.31||4.23|23|42|0.08|0.1|0.11|||||33.5|||21.1|||51||0|1.5|2.9|35|40|45|10|15|20|8|15|23|".17"|".17"|0|0|0|0|0|0||||0|0|0|1.2|2.3|2.9|||||||5.1|5.3|5.5|||||||||||||||||||||||||||||||||"18294050"|"53530167"
"H2"||"H"||2||38|||104|||||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|75|87.5|100||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||0||1|1.5|2||||1.1|1.2|1.3||||1.15|1.25|1.31||1.41|7|14.11|0.08|0.1|0.11|||||34.4|||29.3|||51||0|1.5|2.9|35|40|45|10|15|20|7|14|23|".17"|".17"|0|0|0|0|0|0||||0|0|0|2.2|3.5|4.8|||||||5.1|5.3|5.5|||||||||||||||||||||||||||||||||"18294050"|"53530168"
"H1"||"H"||1||0|||38|||||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|90|95|100||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||0||2|3|4||||1.1|1.2|1.3||||1.15|1.25|1.31||4.23|23|42|0.08|0.1|0.11|||||35.1|||30.7|||51||0|1.5|2.9|35|40|45|10|15|20|9|16|23|".17"|".17"|0|0|0|0|0|0||||0|0|0|1.2|2.3|2.9|||||||5.1|5.3|5.5|||||||||||||||||||||||||||||||||"18294051"|"53530169"
"H2"||"H"||2||38|||104|||||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|75|87.5|100||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||0||1|1.5|2||||1.1|1.2|1.3||||1.15|1.25|1.31||1.41|7|14.11|0.08|0.1|0.11|||||34.4|||29.3|||51||0|1.5|2.9|35|40|45|10|15|20|7|14|23|".17"|".17"|0|0|0|0|0|0||||0|0|0|2.2|3.5|4.8|||||||5.1|5.3|5.5|||||||||||||||||||||||||||||||||"18294051"|"53530170"
"H3"||"H"||3||104|||165|||||0|0|0|5|8|10|85|90|95|80|85|90|70|80|90|60|75|90||17.1|||1.5|||2.1|||2.9|||5.3|||5.3|||27.9||||||||50|55|60||0||0.5|0.75|1||||1.1|1.2|1.3||||1.16|1.26|1.32||0.42|2.3|4.23|0.07|0.09|0.1|||||39|||25.4|||46||0|1.5|2.9|35|40|45|10|15|20|4|11|19|".17"|".17"|0|0|0|0|0|0||||0|0|0|7.5|10.7|12|||||||5.1|5.6|6|||||||||||||||||||||||||||||||||"18294051"|"53530171"
"H1"||"H"||1||0|||30|||||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|90|95|100||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||0||5|7.5|10||||1|1.1|1.2||||1.16|1.26|1.31||4.23|23|42|0.12|0.13|0.14|||||36.1|||33|||53||3|4.5|5.9|55|65|75|15|22.5|30|18|29|41|".10"|".10"|0|0|0|0|0|0|0|0|0|0|0|0|6.5|8.9|10.5|||||||4.5|5|5.5|||||||||||||||||||||||||||||||||"18294052"|"53530172"
"H2"||"H"||2||30|||147|||||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|90|95|100||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||0||4|5.5|7||||1|1.1|1.2||||1.16|1.26|1.31||1.41|2.5|4.23|0.12|0.13|0.14|||||35.4|||31.3|||54||3|4.5|5.9|55|65|75|15|22.5|30|18|29|41|".10"|".10"|0|0|0|0|0|0|0|0|0|0|0|0|7.3|8.8|11.8|||||||4.5|5|5.5|||||||||||||||||||||||||||||||||"18294052"|"53530173"
"H3"||"H"||3||147|||178|||||0|0|0|0|0|0|95|97.5|100|80|90|100|75|87.5|100|70|85|100||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||0||0.75|1|2||||1|1.1|1.2||||1.16|1.26|1.32||0.42|2.3|4.23|0.12|0.13|0.14|||||32.1|||26.4|||53||3|4.5|5.9|55|65|75|15|22.5|30|12|25|41|".10"|".10"|0|0|0|0|0|0|0|0|0|0|0|0|5.5|7.4|9.3|||||||5.1|5.3|5.5|||||||||||||||||||||||||||||||||"18294052"|"53530174"
"H1"||"H"||1||0|||30|||||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|90|95|100||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||0||5|7.5|10||||1|1.1|1.2||||1.16|1.26|1.31||4.23|23|42|0.12|0.13|0.14|||||36.1|||33|||53||3|4.5|5.9|55|65|75|15|22.5|30|18|29|41|".10"|".10"|0|0|0|0|0|0|0|0|0|0|0|0|6.5|8.9|10.5|||||||4.5|5|5.5|||||||||||||||||||||||||||||||||"18294162"|"53530508"
"H2"||"H"||2||30|||147|||||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|90|95|100||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||0||4|5.5|7||||1|1.1|1.2||||1.16|1.26|1.31||1.41|2.5|4.23|0.12|0.13|0.14|||||35.4|||31.3|||54||3|4.5|5.9|55|65|75|15|22.5|30|18|29|41|".10"|".10"|0|0|0|0|0|0|0|0|0|0|0|0|7.3|8.8|11.8|||||||4.5|5|5.5|||||||||||||||||||||||||||||||||"18294162"|"53530509"
"H3"||"H"||3||147|||178|||||0|0|0|0|0|0|95|97.5|100|80|90|100|75|87.5|100|70|85|100||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||0||0.75|1|2||||1|1.1|1.2||||1.16|1.26|1.32||0.42|2.3|4.23|0.12|0.13|0.14|||||32.1|||26.4|||53||3|4.5|5.9|55|65|75|15|22.5|30|12|25|41|".10"|".10"|0|0|0|0|0|0|0|0|0|0|0|0|5.5|7.4|9.3|||||||5.1|5.3|5.5|||||||||||||||||||||||||||||||||"18294162"|"53530510"
"H3"||"H"||3||76|||99|||||0|0|0|5|8|10|75|87.5|100|5|15|25|0|2.5|5|0|2.5|5||0|||0|||0|||0|||0|||21|||0||||||||0|0|0||0||1|1.5|2||||0.7|0.78|0.85||||0.8|0.88|0.99||42.34|374|705|0.05|0.06|0.07||3.7|||2.2|||0.4|||23||0|1.5|2.9|0|5|10|0|0|0|0|0|0|".10"|".20"|0|0|0|0|0|0|5|8|10|0|0|0|40|42.5|45|||||||7.9|8.2|8.4|||||||||||||||||||||||||||||||||"18294053"|"53530175"
"H4"||"H"||4||99|||114|||||0|0|0|0|3|5|100|100|100|95|97.5|100|85|90|95|60|67.5|75||45|||7|||12|||9|||5|||7|||40||||||||7|15|27||0||0.5|0.75|1||||0.7|0.78|0.85||||0.74|0.82|0.85||4.23|23|42|0.15|0.16|0.17|||||20.2|||5.1|||66||0|1.5|2.9|40|42.5|45|10|12.5|15|5|8|12|".20"|".20"|0|0|0|0|0|0|5|8|10|0|0|0|65|67.5|70|||||||7.9|8.2|8.4|||||||||||||||||||||||||||||||||"18294053"|"53530176"
"H1"||"H"||1||0|||25|||||0|0|0|0|3|5|100|100|100|95|97.5|100|90|95|100|70|80|90||14|||0.1|||0.4|||1|||4|||8.5|||71||||||||12|15|27||0||7|10.5|14||||0.7|0.78|0.85||||0.74|0.82|0.85||14.11|70|141.14|0.15|0.16|0.17|||||27.3|||12.2|||63||0|1.5|2.9|0|22.5|45|0|5|10|0|1|12|".20"|".20"|0|0|0|0|0|0|1|3|5|0|0|0|60|62.5|65|||||||6.6|7.2|7.8|||||||||||||||||||||||||||||||||"18294053"|"53530177"
"H2"||"H"||2||25|||76|||||0|0|0|0|3|5|100|100|100|95|97.5|100|90|95|100|70|82.5|95||35|||5|||10|||7|||7|||6|||30||||||||27|35|40||0||2|5|8||||0.7|0.78|0.85||||0.74|0.82|0.85||4.23|23|42|0.15|0.16|0.17|||||29.1|||14.5|||65||0|1.5|2.9|55|60|65|15|20|25|12|21|31|".17"|".17"|0|0|0|0|0|0|1|3|5|0|0|0|60|62.5|65|||||||6.6|7.2|7.8|||||||||||||||||||||||||||||||||"18294053"|"53530178"
"Ap"||"A"|||0|0|0|15|38|50|15|38|50|0|0|0|0|2|2|94|96|100|94|96|100|93|96|100|91|94|100|2|2|5|0|0|0.4|0|0|0.5|0|0.2|0.6|0.2|0.9|1.6|0.8|0.9|2.3|35|38|40|10|18|20|15|20|20|58|60|60|0|0|0|1|2|3||||1.21|1.28|1.35||||1.6|1.67|1.7|2.67|1.41|7|14.11|0.13|0.14|0.15||||36.4|41.6|47.7|28.2|29.9|31.4|45|48|52|8.3|9|9.7|68|72|75|42|43|44|43|47|53|".15"|".15"|0|0|0|0|0|0|0|0|0|0|0|0|26.5|29.4|32.2||||24.9|27.3|32|6.6|7|7.3||||||||||3.2|4.7|6.5|||||||||||||||||||||"18294149"|"53530455"
"BC"||"BC"|||70|122|140|100|152|200|30|30|60|0|0|0|0|0|0|77|81|86|76|81|86|75|80|86|73|79|86|2|3|5|0|0.3|0.4|0|0.4|0.5|0|0.5|0.6|0.2|0.9|1.6|0.8|0.9|2.3|43|47|48|20|20|20|23|27|28|50|50|55|0|0|0|0.1|0.3|0.5||||1.36|1.39|1.42||||1.71|1.74|1.8|2.7|1.41|7|14.11|0.13|0.14|0.15||||33.9|36.9|41|24|25.4|28.8|39|41|43|6.3|6.9|8.1|58|59|65|36|37|40|26|30|38|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|25.6|28.6|31.4||||24.5|27.4|30.7|6.6|6.8|7.3||||||||||2.8|4.6|5.5|||||||||||||||||||||"18294149"|"53530456"
"Bw2"||"B"||2|25|64|80|70|122|140|45|58|60|0|0|0|0|0|0|75|82|94|74|81|94|70|79|94|65|74|91|5|10|13|0.5|0.9|1.2|0.6|1.2|1.6|0.8|1.7|2.2|1.5|3.1|4|1.6|3.1|4|17|25|34|5|10|10|12|15|15|60|65|70|0|0|0|0.5|0.75|1||||1.2|1.27|1.33||||1.64|1.71|1.81|2.7|1.41|2.5|4.23|0.13|0.14|0.15||||35.5|41.2|49.4|26.2|29.8|34.6|41|45|51|8.1|9.4|11.3|69|74|80|44|48|52|27|37|54|".15"|".15"|0|0|0|0|0|0|0|0|0|0|0|0|31.4|34.2|36.9||||29.3|33.2|36.8|6.6|6.8|7.3||||||||||3.6|5.4|6.3|||||||||||||||||||||"18294149"|"53530457"
"Bw1"||"B"||1|15|38|50|25|64|80|10|26|30|0|0|0|0|2|2|94|96|100|94|96|100|88|93|100|81|88|97|5|10|13|0.5|0.9|1.2|0.6|1.2|1.6|0.8|1.7|2.2|1.5|3.1|4|1.6|3.1|4|17|25|34|5|10|10|12|15|15|60|65|70|0|0|0|0.5|0.75|1||||1.18|1.22|1.25||||1.61|1.65|1.72|2.7|1.41|7|14.23|0.13|0.14|0.15||||41.6|44.9|49.8|28.3|31|34.3|49|51|53|9.2|10.3|11.7|69|75|80|44|48|52|38|48|59|".15"|".15"|0|0|0|0|0|0|0|0|0|0|0|0|31.4|34.2|36.9||||29.3|33.2|36.8|6.6|7.1|7.3||||||||||3.6|4.6|6.3|||||||||||||||||||||"18294149"|"53530458"
"H1"||"H"||1||0|||28|||||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|90|95|100||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||0||2|3|4||||1.1|1.2|1.3||||1.27|1.37|1.43||4.23|9|14|0.13|0.14|0.15|||||35.1|||30.7|||51||3|4.5|5.9|50|57.5|65|20|25|30|21|29|38|".17"|".17"|0|0|0|0|0|0|1|3|5|0|0|0|15|17.5|20|||||||7.4|7.6|7.8|||||||||||||||||||||||||||||||||"18294145"|"53530446"
"H2"||"H"||2||28|||48|||||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|90|95|100||8.9|||0.8|||1.1|||1.5|||2.7|||2.8|||21.1||||||||60|70|80||0||2|2.5|3||||1.1|1.2|1.3||||1.27|1.37|1.43||4.23|9|14|0.13|0.14|0.15|||||46.5|||37.7|||51||3|4.5|5.9|50|57.5|65|20|25|30|21|29|38|".17"|".17"|0|0|0|0|0|0|1|3|5|0|0|0|20|22.5|25|||||||7.4|7.6|7.8|||||||||||||||||||||||||||||||||"18294145"|"53530447"
"H3"||"H"||3||48|||152|||||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|90|95|100||8.9|||0.8|||1.1|||1.5|||2.7|||2.8|||21.1||||||||60|70|80||0||0.3|1.65|3||||1.1|1.2|1.3||||1.27|1.37|1.43||0.42|2.3|4.23|0.13|0.14|0.15|||||46.5|||36.9|||51||3|4.5|5.9|50|57.5|65|20|25|30|21|29|38|".17"|".17"|0|0|0|0|0|0|5|8|10|0|0|0|10|12.5|15|||||||7.4|7.6|7.8|||||||||||||||||||||||||||||||||"18294145"|"53530448"
"Ap"||"A"|||0|0|0|15|38|50|15|38|50|0|0|0|0|2|2|94|96|100|94|96|100|93|96|100|91|94|100|2|2|5|0|0|0.4|0|0|0.5|0|0.2|0.6|0.2|0.9|1.6|0.8|0.9|2.3|35|38|40|10|18|20|15|20|20|58|60|60|0|0|0|1|2|3||||1.21|1.28|1.35||||1.62|1.69|1.7|2.67|1.41|7|14.11|0.13|0.14|0.15||||41.2|42|43.2|30|32.3|34.2|45|48|52|8.8|9.4|9.7|68|72|75|42|43|44|43|47|53|".15"|".15"|0|0|0|0|0|0|0|0|0|0|0|0|30.7|32.1|32.2||||28.1|29.8|32|6.6|7|7.3||||||||||3.7|5|6.5|||||||||||||||||||||"18294146"|"53530449"
"BC"||"BC"|||70|122|140|100|152|200|30|30|60|0|0|0|0|0|0|77|81|86|76|81|86|75|80|86|73|79|86|2|3|5|0|0.3|0.4|0|0.4|0.5|0|0.5|0.6|0.2|0.9|1.6|0.8|0.9|2.3|43|47|48|20|20|20|23|27|28|50|50|55|0|0|0|0.1|0.3|0.5||||1.36|1.39|1.42||||1.69|1.72|1.79|2.7|1.41|7|14.11|0.13|0.14|0.15||||28.6|29.8|32.1|23.2|24.3|27.8|39|41|43|6.3|6.6|7.8|58|59|64|36|37|40|26|30|38|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|25.6|26|28.8||||24.5|24.9|28.8|6.6|6.8|7.3||||||||||2.8|4.3|5.2|||||||||||||||||||||"18294146"|"53530450"
"Bw2"||"B"||2|25|64|80|70|122|140|45|58|60|0|0|0|0|0|0|75|82|94|74|81|94|70|79|94|65|74|91|5|10|13|0.5|0.9|1.2|0.6|1.2|1.6|0.8|1.7|2.2|1.5|3.1|4|1.6|3.1|4|17|25|34|5|10|10|12|15|15|60|65|70|0|0|0|0.5|0.75|1||||1.2|1.27|1.33||||1.64|1.71|1.81|2.7|1.41|2.5|4.23|0.13|0.14|0.15||||37.2|39.8|43.7|27.1|31.1|36.2|41|45|51|8.1|9.4|11.3|69|74|80|44|48|52|27|37|54|".15"|".15"|0|0|0|0|0|0|0|0|0|0|0|0|31.4|34.2|36.9||||29.3|33.2|36.8|6.6|6.8|7.3||||||||||3.6|5.4|6.3|||||||||||||||||||||"18294146"|"53530451"
"Bw1"||"B"||1|15|38|50|25|64|80|10|26|30|0|0|0|0|2|2|94|96|100|94|96|100|88|93|100|81|88|97|5|10|13|0.5|0.9|1.2|0.6|1.2|1.6|0.8|1.7|2.2|1.5|3.1|4|1.6|3.1|4|17|25|34|5|10|10|12|15|15|60|65|70|0|0|0|0.5|0.75|1||||1.18|1.22|1.25||||1.61|1.65|1.72|2.7|1.41|7|14.23|0.13|0.14|0.15||||42.8|44|46.1|30|33|36.7|49|51|53|9.2|10.3|11.7|69|75|80|44|48|52|38|48|59|".15"|".15"|0|0|0|0|0|0|0|0|0|0|0|0|31.4|34.2|36.9||||29.3|33.2|36.8|6.6|7.1|7.3||||||||||3.6|4.6|6.3|||||||||||||||||||||"18294146"|"53530452"
"H1"||"H"||1||0|||30|||||0|3|5|0|3|5|100|100|100|95|97.5|100|95|97.5|100|90|95|100||5.3|||0.2|||0.3|||0.6|||1.7|||2.5|||44.7||||||||45|50|55||0||3|3.5|4||||0.7|1.05|1.4||||0.75|1.1|1.45||1.41|7|14|0.13|0.14|0.15|||||31.9|||25.6|||54||0|1.5|2.9|55|57.5|60|20|22.5|25|22|27|32|".17"|".17"|0|0|0|0|0|0|0|0|0|0|0|0|20|22.5|25|||||||5.6|6.1|6.5|||||||||||||||||||||||||||||||||"18294147"|"53530453"
"H2"||"H"||2||30|||152|||||0|3|5|0|3|5|100|100|100|95|97.5|100|95|97.5|100|90|95|100||5.3|||0.2|||0.3|||0.6|||1.7|||2.5|||44.7||||||||45|50|55||0||0.2|1.6|3||||0.7|1.05|1.4||||0.75|1.1|1.45||0.42|2.3|4.23|0.13|0.14|0.15|||||31.2|||24.1|||55||0|1.5|2.9|55|57.5|60|20|22.5|25|22|27|32|".17"|".17"|0|0|0|0|0|0|0|0|0|0|0|0|15|17.5|20|||||||5.6|6.1|6.5|||||||||||||||||||||||||||||||||"18294147"|"53530454"
"H1"||"H"||1||0|||38|||||0|0|2|25|38|50|95|97.5|100|95|97.5|100|95|97.5|100|90|95|100||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||0||1|2|3||||1.15|1.2|1.25||||1.37|1.42|1.5||1.41|7|14.11|0.12|0.13|0.14|||||26.7|||23|||40||3|4.5|5.9|40|45|50|10|15|20|11|17|24|".15"|".17"|0|0|0|0|0|0||||0|0|0|13|16.6|17|||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"18294199"|"53530630"
"H2"||"H"||2||38|||122|||||0|0|2|0|3|5|75|85|95|75|85|95|65|77.5|90|65|77.5|90||10.4|||0.9|||1.3|||1.7|||3.2|||3.3|||24.6||||||||60|65|70||0||0.5|0.75|1||||1.15|1.2|1.25||||1.34|1.39|1.45||1.41|2.5|4.23|0.13|0.14|0.15|||||41.7|||30.7|||47||3|4.5|5.9|40|45|50|10|15|20|6|12|21|".17"|".17"|0|0|0|0|0|0||||0|0|0|11|12.8|14|||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"18294199"|"53530631"
"H3"||"H"||3||122|||152|||||0|0|2|0|3|5|75|80|85|75|80|85|70|77.5|85|65|75|85||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||0||0.1|0.3|0.5||||1.15|1.2|1.25||||1.34|1.39|1.46||1.41|7|14.11|0.13|0.14|0.15|||||30|||24.9|||46||3|4.5|5.9|40|45|50|10|15|20|6|12|19|".17"|".17"|0|0|0|0|0|0||||0|0|0|7|11.2|13|||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"18294199"|"53530632"
"H1"||"H"||1||0|||38|||||0|0|2|25|38|50|95|97.5|100|95|97.5|100|95|97.5|100|90|95|100||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||0||1|2|3||||1.15|1.2|1.25||||1.37|1.42|1.5||1.41|7|14.11|0.12|0.13|0.14|||||26.7|||23|||40||3|4.5|5.9|40|45|50|10|15|20|11|17|24|".15"|".17"|0|0|0|0|0|0||||0|0|0|13|16.6|17|||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"18294200"|"53530633"
"H2"||"H"||2||38|||122|||||0|0|2|0|3|5|75|85|95|75|85|95|65|77.5|90|65|77.5|90||10.4|||0.9|||1.3|||1.7|||3.2|||3.3|||24.6||||||||60|65|70||0||0.5|0.75|1||||1.15|1.2|1.25||||1.34|1.39|1.45||1.41|2.5|4.23|0.13|0.14|0.15|||||41.7|||30.7|||47||3|4.5|5.9|40|45|50|10|15|20|6|12|21|".17"|".17"|0|0|0|0|0|0||||0|0|0|11|12.8|14|||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"18294200"|"53530634"
"H3"||"H"||3||122|||152|||||0|0|2|0|3|5|75|80|85|75|80|85|70|77.5|85|65|75|85||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||0||0.1|0.3|0.5||||1.15|1.2|1.25||||1.34|1.39|1.46||1.41|7|14.11|0.13|0.14|0.15|||||30|||24.9|||46||3|4.5|5.9|40|45|50|10|15|20|6|12|19|".17"|".17"|0|0|0|0|0|0||||0|0|0|7|11.2|13|||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"18294200"|"53530635"
"H1"||"H"||1||0|||38|||||0|0|2|0|3|5|95|97.5|100|95|97.5|100|80|87.5|95|80|87.5|95||10.4|||0.9|||1.3|||1.7|||3.2|||3.3|||24.6||||||||60|65|70||0||1|2|3||||1.15|1.2|1.25||||1.32|1.37|1.43||1.41|7|14.11|0.13|0.14|0.15|||||44.5|||33.9|||50||3|4.5|5.9|40|45|50|10|15|20|9|15|23|".17"|".17"|0|0|0|0|0|0||||0|0|0|13|15.7|16.6|||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"18294201"|"53530636"
"H2"||"H"||2||38|||122|||||0|0|2|0|3|5|75|85|95|75|85|95|65|77.5|90|65|77.5|90||10.4|||0.9|||1.3|||1.7|||3.2|||3.3|||24.6||||||||60|65|70||0||0.5|0.75|1||||1.15|1.2|1.25||||1.34|1.39|1.45||1.41|2.5|4.23|0.13|0.14|0.15|||||41.7|||30.7|||47||3|4.5|5.9|40|45|50|10|15|20|6|12|21|".17"|".17"|0|0|0|0|0|0||||0|0|0|11|12.8|14|||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"18294201"|"53530637"
"H3"||"H"||3||122|||152|||||0|0|2|0|3|5|75|80|85|75|80|85|70|77.5|85|65|75|85||3|||0|||0|||0|||0.7|||2.3|||42||||||||50|55|60||0||0.1|0.3|0.5||||1.15|1.2|1.25||||1.34|1.39|1.46||1.41|7|14.11|0.13|0.14|0.15|||||30|||24.9|||46||3|4.5|5.9|40|45|50|10|15|20|6|12|19|".17"|".17"|0|0|0|0|0|0||||0|0|0|7|11.2|13|||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"18294201"|"53530638"
"H1"||"H"||1||0|||38|||||0|0|2|0|3|5|95|97.5|100|95|97.5|100|80|87.5|95|80|87.5|95||10.4|||0.9|||1.3|||1.7|||3.2|||3.3|||24.6||||||||60|65|70||0||1|2|3||||1.15|1.2|1.25||||1.32|1.37|1.43||1.41|7|14.11|0.13|0.14|0.15|||||44.5|||33.9|||50||3|4.5|5.9|40|45|50|10|15|20|9|15|23|".17"|".17"|0|0|0|0|0|0||||0|0|0|13|15.7|16.6|||||||6.6|7|7.3|||||||||||||||||||||||||||||||||"18294163"|"53530511"
