0|2|3||2|4|5||||"53530159"|"91855924"
0|2|5||5|40|75||||"53530159"|"91855925"
0|2|5||250|600|1000||||"53530159"|"91855926"
0|2|5||75|160|250||||"53530159"|"91855927"
0|4|7||2|4|5||||"53530160"|"91855928"
4|21|37||5|40|75||||"53530160"|"91855929"
11|17|23||75|162|250||||"53530160"|"91855930"
8|18|28||250|625|1000||||"53530160"|"91855931"
0|5|15||2|4|5||||"53530161"|"91855932"
0|5|15||5|40|75||||"53530161"|"91855933"
10|15|20||250|600|1000||||"53530161"|"91855934"
10|15|20||75|160|250||||"53530161"|"91855935"
0|3|5||2|4|5||||"53530162"|"91855936"
0|2|3||5|40|75||||"53530162"|"91855937"
3|6|8||75|162|250||||"53530162"|"91855938"
0|2|3||250|625|1000||||"53530162"|"91855939"
0|4|8||2|4|5||||"53530163"|"91855940"
0|1|2||5|40|75||||"53530163"|"91855941"
6|9|11||75|162|250||||"53530163"|"91855942"
0|2|3||250|625|1000||||"53530163"|"91855943"
0|4|7||2|4|5||||"53530164"|"91855944"
4|21|37||5|40|75||||"53530164"|"91855945"
11|17|23||75|162|250||||"53530164"|"91855946"
8|18|28||250|625|1000||||"53530164"|"91855947"
0|4|8||2|4|5||||"53530166"|"91855948"
2|5|8||5|40|75||||"53530166"|"91855949"
3|5|6||75|162|250||||"53530166"|"91855950"
0|4|8||2|4|5||||"53530171"|"91855951"
2|5|8||5|40|75||||"53530171"|"91855952"
3|5|6||75|162|250||||"53530171"|"91855953"
0|6|11||2|4|5||||"53530174"|"91855954"
0|2|3||5|40|75||||"53530174"|"91855955"
18|35|51|"Cinders"|2|4|5|||"Very strongly cemented"|"53530175"|"91855956"
0|7|13|"Cinders"|5|40|75|||"Very strongly cemented"|"53530175"|"91855957"
3|5|6|"Cinders"|75|162|250|||"Very strongly cemented"|"53530175"|"91855958"
0|0|3|"Cinders"|2|4|5|||"Very strongly cemented"|"53530176"|"91855959"
0|0|3|"Cinders"|75|162|250|||"Very strongly cemented"|"53530176"|"91855960"
0|0|3|"Cinders"|2|4|5|||"Very strongly cemented"|"53530177"|"91855961"
0|0|3|"Cinders"|75|162|250|||"Very strongly cemented"|"53530177"|"91855962"
0|2|3|"Cinders"|2|4|5|||"Very strongly cemented"|"53530178"|"91855963"
0|2|3|"Cinders"|75|162|250|||"Very strongly cemented"|"53530178"|"91855964"
0|2|3||2|4|5||||"53530182"|"91855965"
0|2|3||75|162|250||||"53530182"|"91855966"
0|2|3||250|625|1000||||"53530182"|"91855967"
0|2|3||2|4|5||||"53530183"|"91855968"
0|2|3||75|162|250||||"53530183"|"91855969"
0|2|3||2|4|5||||"53530184"|"91855970"
0|2|3||75|162|250||||"53530184"|"91855971"
14|31|48||2|4|5||||"53530185"|"91855972"
0|7|14||5|40|75||||"53530185"|"91855973"
0|2|3||75|162|250||||"53530185"|"91855974"
0|3|5||2|4|5||||"53530186"|"91855975"
0|1|2||5|40|75||||"53530186"|"91855976"
6|9|11||75|162|250||||"53530186"|"91855977"
0|2|3||250|625|1000||||"53530186"|"91855978"
0|2|3||2|4|5||||"53530187"|"91855979"
0|2|3||75|162|250||||"53530187"|"91855980"
0|2|3||2|4|5||||"53530188"|"91855981"
0|2|3||75|162|250||||"53530188"|"91855982"
20|50|60||2|4|5||||"53530189"|"91855983"
5|12|20||5|40|75||||"53530189"|"91855984"
0|2|3||75|162|250||||"53530189"|"91855985"
0|2|3||2|4|5||||"53530195"|"91855986"
3|5|6||75|162|250||||"53530195"|"91855987"
0|3|6||250|625|1000||||"53530195"|"91855988"
0|3|5||5|40|75||||"53530196"|"91855989"
10|15|20||75|162|250||||"53530196"|"91855990"
25|40|45||250|625|1000||||"53530196"|"91855991"
0|3|5||2|4|5||||"53530196"|"91855992"
0|3|6||2|4|5||||"53530197"|"91855993"
1|4|7||5|40|75||||"53530197"|"91855994"
6|9|11||75|162|250||||"53530197"|"91855995"
23|29|34||250|625|1000||||"53530197"|"91855996"
0|4|5||2|4|5||||"53530198"|"91855997"
2|7|10||5|40|75||||"53530198"|"91855998"
8|13|15||75|162|250||||"53530198"|"91855999"
23|36|40||250|625|1000||||"53530198"|"91856000"
0|2|3||2|4|5||||"53530199"|"91856001"
4|10|16||5|40|75||||"53530199"|"91856002"
20|25|30||75|162|250||||"53530199"|"91856003"
20|25|30||250|625|1000||||"53530199"|"91856004"
0|3|6||2|4|5||||"53530201"|"91856005"
0|4|7||2|4|5||||"53530202"|"91856006"
2|5|7||5|40|75||||"53530202"|"91856007"
8|10|11||75|162|250||||"53530202"|"91856008"
0|9|17||2|4|5||||"53530205"|"91856009"
24|32|40||5|40|75||||"53530205"|"91856010"
0|2|3||75|162|250||||"53530205"|"91856011"
0|9|17||2|4|5||||"53530209"|"91856012"
24|32|40||5|40|75||||"53530209"|"91856013"
0|2|3||75|162|250||||"53530209"|"91856014"
0|2|3||2|4|5||||"53530214"|"91856015"
0|2|3||2|4|5||||"53530215"|"91856016"
0|2|3||2|4|5||||"53530216"|"91856017"
0|5|10||2|4|5||||"53530217"|"91856018"
4|9|13||5|40|75||||"53530217"|"91856019"
6|9|11||75|162|250||||"53530217"|"91856020"
0|2|3||250|625|1000||||"53530217"|"91856021"
0|3|6||2|4|5||||"53530218"|"91856022"
5|7|14||5|40|75||||"53530218"|"91856023"
0|2|3||75|162|250||||"53530218"|"91856024"
0|2|3||250|625|1000||||"53530218"|"91856025"
0|3|6||2|4|5||||"53530219"|"91856026"
5|7|14||5|40|75||||"53530219"|"91856027"
0|2|3||75|162|250||||"53530219"|"91856028"
0|2|3||250|625|1000||||"53530219"|"91856029"
0|5|10||2|4|5||||"53530220"|"91856030"
4|9|13||5|40|75||||"53530220"|"91856031"
6|9|11||75|162|250||||"53530220"|"91856032"
0|2|3||250|625|1000||||"53530220"|"91856033"
0|2|3||2|4|5||||"53530221"|"91856034"
0|2|3||75|162|250||||"53530221"|"91856035"
0|2|3||250|625|1000||||"53530221"|"91856036"
