"t"|"53530228"|"21407460"
"o"|"53530228"|"21407461"
"t"|"53530229"|"21407583"
"o"|"53530229"|"21407584"
"t"|"53530230"|"21407500"
"o"|"53530230"|"21407501"
"p"|"53530231"|"21407459"
"p"|"53530232"|"21407462"
"p"|"53530240"|"21407516"
"w"|"53530241"|"21407604"
"p"|"53530243"|"21407603"
"w"|"53530244"|"21407515"
"w"|"53530245"|"21407557"
"k"|"53530246"|"21407558"
"w"|"53530249"|"21407570"
"r"|"53530250"|"21407571"
"t"|"53530253"|"21407553"
"w"|"53530255"|"21407555"
"w"|"53530258"|"21407514"
"w"|"53530262"|"21407554"
"p"|"53530266"|"21407494"
"p"|"53530267"|"21407529"
"w"|"53530268"|"21407528"
"w"|"53530269"|"21407530"
"p"|"53530270"|"21407575"
"t"|"53530271"|"21407489"
"t"|"53530272"|"21407456"
"t"|"53530273"|"21407457"
"t"|"53530274"|"21407458"
"p"|"53530276"|"21407544"
"o"|"53530277"|"21407545"
"o"|"53530279"|"21407509"
"r"|"53530280"|"21407593"
"t"|"53530281"|"21407594"
"z"|"53530283"|"21407595"
"z"|"53530284"|"21407546"
"g"|"53530285"|"21407547"
"z"|"53530285"|"21407548"
"g"|"53530286"|"21407549"
"z"|"53530286"|"21407550"
"z"|"53530287"|"21407478"
"z"|"53530288"|"21407479"
"z"|"53530289"|"21407596"
"z"|"53530290"|"21407510"
"z"|"53530291"|"21407551"
"w"|"53530386"|"21407572"
"w"|"53530387"|"21407573"
"w"|"53530388"|"21407611"
"a"|"53530399"|"21407520"
"w"|"53530404"|"21407552"
"w"|"53530405"|"21407600"
"w"|"53530406"|"21407482"
"w"|"53530407"|"21407483"
"r"|"53530408"|"21407484"
"p"|"53530409"|"21407599"
"w"|"53530413"|"21407602"
"w"|"53530416"|"21407556"
"w"|"53530419"|"21407601"
"w"|"53530421"|"21407511"
"t"|"53530434"|"21407576"
"p"|"53530436"|"21407525"
"w"|"53530437"|"21407526"
"w"|"53530438"|"21407490"
"p"|"53530440"|"21407523"
"w"|"53530442"|"21407485"
"w"|"53530443"|"21407574"
"w"|"53530444"|"21407524"
"p"|"53530449"|"21407581"
"w"|"53530451"|"21407532"
"w"|"53530452"|"21407533"
"p"|"53530455"|"21407446"
"w"|"53530457"|"21407447"
"w"|"53530458"|"21407498"
"p"|"53530459"|"21407531"
"p"|"53530460"|"21407578"
"w"|"53530461"|"21407495"
"w"|"53530462"|"21407496"
"t"|"53530464"|"21407507"
"t"|"53530465"|"21407592"
"p"|"53530466"|"21407476"
"t"|"53530467"|"21407508"
"t"|"53530468"|"21407477"
"i"|"53530474"|"21407542"
"g"|"53530475"|"21407543"
"s"|"53530476"|"21407590"
"m"|"53530476"|"21407591"
"r"|"53530477"|"21407506"
"o"|"53530482"|"21407472"
"o"|"53530483"|"21407473"
"o"|"53530484"|"21407474"
"p"|"53530485"|"21407475"
"p"|"53530486"|"21407587"
"o"|"53530488"|"21407588"
"o"|"53530489"|"21407504"
"p"|"53530490"|"21407589"
"p"|"53530491"|"21407505"
"o"|"53530492"|"21407541"
"t"|"53530552"|"21407518"
"t"|"53530553"|"21407609"
"w"|"53530555"|"21407566"
"r"|"53530556"|"21407567"
"w"|"53530558"|"21407564"
"r"|"53530560"|"21407565"
"p"|"53530561"|"21407607"
"w"|"53530563"|"21407608"
"w"|"53530564"|"21407563"
"r"|"53530566"|"21407568"
"w"|"53530568"|"21407519"
"p"|"53530571"|"21407537"
"t"|"53530572"|"21407538"
"o"|"53530572"|"21407539"
"p"|"53530573"|"21407540"
"t"|"53530574"|"21407502"
"o"|"53530574"|"21407503"
"t"|"53530575"|"21407585"
"o"|"53530575"|"21407586"
"p"|"53530576"|"21407463"
"t"|"53530577"|"21407464"
"o"|"53530577"|"21407465"
"p"|"53530578"|"21407466"
"t"|"53530579"|"21407467"
"o"|"53530579"|"21407468"
"t"|"53530580"|"21407469"
"o"|"53530580"|"21407470"
"a"|"53530583"|"21407569"
"w"|"53530587"|"21407512"
"r"|"53530588"|"21407597"
"w"|"53530590"|"21407522"
"w"|"53530592"|"21407488"
"w"|"53530593"|"21407612"
"w"|"53530602"|"21407486"
"p"|"53530603"|"21407487"
"w"|"53530604"|"21407521"
"w"|"53530606"|"21407610"
"p"|"53530608"|"21407534"
"t"|"53530609"|"21407535"
"t"|"53530611"|"21407536"
"t"|"53530612"|"21407499"
"t"|"53530613"|"21407582"
"g"|"53530617"|"21407605"
"g"|"53530618"|"21407559"
"g"|"53530619"|"21407560"
"w"|"53530687"|"21407561"
"t"|"53530688"|"21407562"
"t"|"53530689"|"21407517"
"r"|"53530690"|"21407606"
"w"|"53530693"|"21407598"
"w"|"53530694"|"21407513"
"w"|"53530699"|"21407481"
"w"|"53530701"|"21407480"
"p"|"53530736"|"21407471"
"k"|"53530741"|"21407449"
"k"|"53530742"|"21407450"
"p"|"53530744"|"21407527"
"k"|"53530750"|"21407448"
"k"|"53530752"|"21407491"
"p"|"53530753"|"21407579"
"t"|"53530754"|"21407451"
"p"|"53530755"|"21407452"
"t"|"53530756"|"21407453"
"k"|"53530760"|"21407493"
"k"|"53530761"|"21407577"
"p"|"53530763"|"21407492"
"p"|"53530767"|"21407454"
"t"|"53530768"|"21407455"
"p"|"53530769"|"21407497"
"t"|"53530770"|"21407580"
