"not used"|"18294048"|"12771684"
"not used"|"18294049"|"12771686"
"not used"|"18294050"|"12771693"
"not used"|"18294051"|"12771695"
"not used"|"18294052"|"12771700"
"not used"|"18294053"|"12771702"
"not used"|"18294054"|"12771600"
"not used"|"18294055"|"12771610"
"not used"|"18294056"|"12771612"
"not used"|"18294057"|"12771619"
"not used"|"18294058"|"12771624"
"not used"|"18294059"|"12771626"
"not used"|"18294060"|"12771631"
"not used"|"18294061"|"12771633"
"not used"|"18294062"|"12771635"
"not used"|"18294063"|"12771640"
"not used"|"18294064"|"12771642"
"not used"|"18294065"|"12771647"
"not used"|"18294066"|"12771648"
"not used"|"18294068"|"12771654"
"not used"|"18294069"|"12771665"
"not used"|"18294070"|"12771667"
"not used"|"18294073"|"12771740"
"not used"|"18294074"|"12771739"
"not used"|"18294078"|"12771731"
"not used"|"18294079"|"12771730"
"not used"|"18294081"|"12771714"
"not used"|"18294082"|"12771721"
"not used"|"18294083"|"12771726"
"not used"|"18294084"|"12771727"
"not used"|"18294085"|"12771725"
"not used"|"18294088"|"12771585"
"not used"|"18294089"|"12771587"
"not used"|"18294090"|"12771738"
"not used"|"18294092"|"12771749"
"not used"|"18294094"|"12771680"
"not used"|"18294095"|"12771681"
"not used"|"18294096"|"12771682"
"not used"|"18294097"|"12771683"
"not used"|"18294098"|"12771696"
"not used"|"18294099"|"12771697"
"not used"|"18294100"|"12771698"
"not used"|"18294101"|"12771699"
"not used"|"18294102"|"12771602"
"not used"|"18294104"|"12771603"
"not used"|"18294105"|"12771604"
"not used"|"18294106"|"12771605"
"not used"|"18294107"|"12771614"
"not used"|"18294108"|"12771615"
"not used"|"18294109"|"12771616"
"not used"|"18294110"|"12771617"
"not used"|"18294111"|"12771618"
"not used"|"18294112"|"12771627"
"not used"|"18294113"|"12771628"
"not used"|"18294114"|"12771629"
"not used"|"18294115"|"12771630"
"not used"|"18294116"|"12771636"
"not used"|"18294117"|"12771637"
"not used"|"18294118"|"12771638"
"not used"|"18294119"|"12771650"
"not used"|"18294120"|"12771651"
"not used"|"18294121"|"12771652"
"not used"|"18294123"|"12771653"
"not used"|"18294124"|"12771661"
"not used"|"18294125"|"12771662"
"not used"|"18294126"|"12771663"
"not used"|"18294127"|"12771664"
